,Date,Período,Região,Estado,Variante,Variantes relevantes,Classificação,Quantidade
76,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
77,2020-03,Mar 2020,Sudeste,São Paulo,B.1.195,Não VOC/VOI,Não VOC/VOI,2
78,2020-03,Mar 2020,Sudeste,São Paulo,B.1.212,Não VOC/VOI,Não VOC/VOI,1
79,2020-03,Mar 2020,Sudeste,São Paulo,B.1.333,Não VOC/VOI,Não VOC/VOI,1
80,2020-03,Mar 2020,Sudeste,São Paulo,B.1.446,Não VOC/VOI,Não VOC/VOI,3
81,2020-03,Mar 2020,Sudeste,São Paulo,B.1.540,Não VOC/VOI,Não VOC/VOI,3
82,2020-03,Mar 2020,Sudeste,São Paulo,B.1.605,Não VOC/VOI,Não VOC/VOI,3
83,2020-03,Mar 2020,Sudeste,São Paulo,B.23,Não VOC/VOI,Não VOC/VOI,1
84,2020-03,Mar 2020,Sudeste,São Paulo,B.3,Não VOC/VOI,Não VOC/VOI,1
85,2020-03,Mar 2020,Sudeste,São Paulo,B.40,Não VOC/VOI,Não VOC/VOI,1
86,2020-03,Mar 2020,Sudeste,São Paulo,B.6.6,Não VOC/VOI,Não VOC/VOI,1
87,2020-03,Mar 2020,Sul,Paraná,B.1,Não VOC/VOI,Não VOC/VOI,4
88,2020-03,Mar 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,1
89,2020-03,Mar 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,7
90,2020-03,Mar 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,10
91,2020-03,Mar 2020,Sul,Paraná,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
92,2020-03,Mar 2020,Sul,Paraná,B.1.195,Não VOC/VOI,Não VOC/VOI,1
93,2020-03,Mar 2020,Sul,Rio Grande do Sul,A,Não VOC/VOI,Não VOC/VOI,2
94,2020-03,Mar 2020,Sul,Rio Grande do Sul,B,Não VOC/VOI,Não VOC/VOI,1
95,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,7
96,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,3
97,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,2
98,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
99,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,11
100,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
101,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.540,Não VOC/VOI,Não VOC/VOI,2
102,2020-03,Mar 2020,Sul,Santa Catarina,B.1,Não VOC/VOI,Não VOC/VOI,4
103,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1,Não VOC/VOI,Não VOC/VOI,1
104,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
105,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
106,2020-03,Mar 2020,Sul,Santa Catarina,B.6,Não VOC/VOI,Não VOC/VOI,1
107,2020-04,Abr 2020,Centro-oeste,Distrito Federal,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
108,2020-04,Abr 2020,Centro-oeste,Goiás,B.1,Não VOC/VOI,Não VOC/VOI,3
109,2020-04,Abr 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
110,2020-04,Abr 2020,Centro-oeste,Mato Grosso,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
111,2020-04,Abr 2020,Centro-oeste,Mato Grosso,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
112,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
113,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
114,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.212,Não VOC/VOI,Não VOC/VOI,1
115,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.540,Não VOC/VOI,Não VOC/VOI,1
116,2020-04,Abr 2020,Nordeste,Alagoas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
117,2020-04,Abr 2020,Nordeste,Alagoas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
118,2020-04,Abr 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,4
119,2020-04,Abr 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,1
120,2020-04,Abr 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
121,2020-04,Abr 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,31
122,2020-04,Abr 2020,Nordeste,Bahia,B.1.177,Não VOC/VOI,Não VOC/VOI,1
123,2020-04,Abr 2020,Nordeste,Ceará,B.1,Não VOC/VOI,Não VOC/VOI,1
124,2020-04,Abr 2020,Nordeste,Ceará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
125,2020-04,Abr 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,9
126,2020-04,Abr 2020,Nordeste,Ceará,B.1.212,Não VOC/VOI,Não VOC/VOI,2
127,2020-04,Abr 2020,Nordeste,Maranhão,B.1.1.33,Não VOC/VOI,Não VOC/VOI,17
128,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,18
129,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
130,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
131,2020-04,Abr 2020,Nordeste,Pernambuco,B,Não VOC/VOI,Não VOC/VOI,1
132,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,45
133,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.117,Não VOC/VOI,Não VOC/VOI,1
134,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.236,Não VOC/VOI,Não VOC/VOI,12
135,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
136,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
137,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.398,Não VOC/VOI,Não VOC/VOI,4
138,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.446,Não VOC/VOI,Não VOC/VOI,1
139,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.212,Não VOC/VOI,Não VOC/VOI,1
140,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,1
141,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
142,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.195,Não VOC/VOI,Não VOC/VOI,5
143,2020-04,Abr 2020,Nordeste,Sergipe,B.1,Não VOC/VOI,Não VOC/VOI,9
144,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1,Não VOC/VOI,Não VOC/VOI,3
145,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
146,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
147,2020-04,Abr 2020,Nordeste,Sergipe,B.1.212,Não VOC/VOI,Não VOC/VOI,3
148,2020-04,Abr 2020,Norte,Amapá,B.1.1.33,Não VOC/VOI,Não VOC/VOI,10
149,2020-04,Abr 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
150,2020-04,Abr 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
151,2020-04,Abr 2020,Norte,Amazonas,B.1.111,Não VOC/VOI,Não VOC/VOI,1
152,2020-04,Abr 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,31
153,2020-04,Abr 2020,Norte,Amazonas,B.1.319,Não VOC/VOI,Não VOC/VOI,1
154,2020-04,Abr 2020,Norte,Pará,B.1.1.1,Não VOC/VOI,Não VOC/VOI,1
155,2020-04,Abr 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,29
156,2020-04,Abr 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
157,2020-04,Abr 2020,Norte,Pará,B.39,Não VOC/VOI,Não VOC/VOI,1
158,2020-04,Abr 2020,Norte,Roraima,B.1,Não VOC/VOI,Não VOC/VOI,1
159,2020-04,Abr 2020,Norte,Roraima,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
160,2020-04,Abr 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
161,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1,Não VOC/VOI,Não VOC/VOI,5
162,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
163,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,20
164,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.258,Não VOC/VOI,Não VOC/VOI,1
165,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1,Não VOC/VOI,Não VOC/VOI,4
166,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,1
167,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,16
168,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,224
169,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.479,Não VOC/VOI,Não VOC/VOI,1
170,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.39,Não VOC/VOI,Não VOC/VOI,5
171,2020-04,Abr 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,16
172,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,14
173,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,312
174,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,89
175,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
176,2020-04,Abr 2020,Sudeste,São Paulo,B.1.212,Não VOC/VOI,Não VOC/VOI,1
177,2020-04,Abr 2020,Sudeste,São Paulo,B.1.258,Não VOC/VOI,Não VOC/VOI,1
178,2020-04,Abr 2020,Sudeste,São Paulo,B.1.446,Não VOC/VOI,Não VOC/VOI,1
179,2020-04,Abr 2020,Sul,Paraná,B.1.1.1,Não VOC/VOI,Não VOC/VOI,2
180,2020-04,Abr 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,14
181,2020-04,Abr 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
182,2020-04,Abr 2020,Sul,Paraná,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
183,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,2
184,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,2
185,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
186,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,21
187,2020-04,Abr 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
188,2020-04,Abr 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
189,2020-05,Mai 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
190,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
191,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
192,2020-05,Mai 2020,Nordeste,Alagoas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
193,2020-05,Mai 2020,Nordeste,Alagoas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
194,2020-05,Mai 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
195,2020-05,Mai 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,1
196,2020-05,Mai 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
197,2020-05,Mai 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
198,2020-05,Mai 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
199,2020-05,Mai 2020,Nordeste,Ceará,B.1.212,Não VOC/VOI,Não VOC/VOI,7
200,2020-05,Mai 2020,Nordeste,Maranhão,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
201,2020-05,Mai 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,3
202,2020-05,Mai 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
203,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,22
204,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.236,Não VOC/VOI,Não VOC/VOI,8
205,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
206,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
207,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.540,Não VOC/VOI,Não VOC/VOI,1
208,2020-05,Mai 2020,Norte,Acre,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
209,2020-05,Mai 2020,Norte,Amapá,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
210,2020-05,Mai 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
211,2020-05,Mai 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
212,2020-05,Mai 2020,Norte,Amazonas,B.1.111,Não VOC/VOI,Não VOC/VOI,3
213,2020-05,Mai 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,10
214,2020-05,Mai 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
215,2020-05,Mai 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
216,2020-05,Mai 2020,Norte,Pará,B.1.212,Não VOC/VOI,Não VOC/VOI,1
217,2020-05,Mai 2020,Norte,Rondônia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
218,2020-05,Mai 2020,Norte,Rondônia,B.1.212,Não VOC/VOI,Não VOC/VOI,2
219,2020-05,Mai 2020,Norte,Roraima,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
220,2020-05,Mai 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
221,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1,Não VOC/VOI,Não VOC/VOI,1
222,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
223,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
224,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1,Não VOC/VOI,Não VOC/VOI,4
225,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,1
226,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
227,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,46
228,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.39,Não VOC/VOI,Não VOC/VOI,1
229,2020-05,Mai 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,2
230,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,1
231,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.208,Não VOC/VOI,Não VOC/VOI,1
232,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,73
233,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,14
234,2020-05,Mai 2020,Sul,Paraná,B.1.1.1,Não VOC/VOI,Não VOC/VOI,2
235,2020-05,Mai 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
236,2020-05,Mai 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
237,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,1
238,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,6
239,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,2
240,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
241,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,50
242,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,4
243,2020-05,Mai 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
244,2020-05,Mai 2020,Sul,Santa Catarina,B.1.195,Não VOC/VOI,Não VOC/VOI,1
245,2020-06,Jun 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
246,2020-06,Jun 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,11
247,2020-06,Jun 2020,Centro-oeste,Mato Grosso,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
248,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
249,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
250,2020-06,Jun 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
