,Date,Período,Região,Estado,Linhagens relevantes,Quantidade
37,2020-03,Mar 2020,Sudeste,Minas Gerais,B.1.1,12
38,2020-03,Mar 2020,Sudeste,Minas Gerais,B.1.1.28,3
39,2020-03,Mar 2020,Sudeste,Minas Gerais,B.1.1.33,6
40,2020-03,Mar 2020,Sudeste,Minas Gerais,Outras,34
41,2020-03,Mar 2020,Sudeste,Rio de Janeiro,B.1.1,1
42,2020-03,Mar 2020,Sudeste,Rio de Janeiro,B.1.1.33,22
43,2020-03,Mar 2020,Sudeste,Rio de Janeiro,Outras,20
44,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1,16
45,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.28,132
46,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.33,59
47,2020-03,Mar 2020,Sudeste,São Paulo,Outras,42
48,2020-03,Mar 2020,Sul,Paraná,B.1.1,1
49,2020-03,Mar 2020,Sul,Paraná,B.1.1.28,7
50,2020-03,Mar 2020,Sul,Paraná,B.1.1.33,10
51,2020-03,Mar 2020,Sul,Paraná,Outras,6
52,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1,3
53,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.28,9
54,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.33,11
55,2020-03,Mar 2020,Sul,Rio Grande do Sul,Outras,15
56,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1,1
57,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1.28,3
58,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1.33,6
59,2020-03,Mar 2020,Sul,Santa Catarina,Outras,5
60,2020-04,Abr 2020,Centro-oeste,Distrito Federal,B.1.1.33,1
61,2020-04,Abr 2020,Centro-oeste,Goiás,B.1.1.33,4
62,2020-04,Abr 2020,Centro-oeste,Goiás,Outras,3
63,2020-04,Abr 2020,Centro-oeste,Mato Grosso,B.1.1.28,1
64,2020-04,Abr 2020,Centro-oeste,Mato Grosso,B.1.1.33,2
65,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,1
66,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,4
67,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,Outras,2
68,2020-04,Abr 2020,Nordeste,Alagoas,B.1.1.28,1
69,2020-04,Abr 2020,Nordeste,Alagoas,B.1.1.33,1
70,2020-04,Abr 2020,Nordeste,Bahia,B.1.1,1
71,2020-04,Abr 2020,Nordeste,Bahia,B.1.1.28,9
72,2020-04,Abr 2020,Nordeste,Bahia,B.1.1.33,31
73,2020-04,Abr 2020,Nordeste,Bahia,Outras,5
74,2020-04,Abr 2020,Nordeste,Ceará,B.1.1.28,1
75,2020-04,Abr 2020,Nordeste,Ceará,B.1.1.33,9
76,2020-04,Abr 2020,Nordeste,Ceará,Outras,3
77,2020-04,Abr 2020,Nordeste,Maranhão,B.1.1.33,17
78,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1,18
79,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1.33,7
80,2020-04,Abr 2020,Nordeste,Paraíba,Outras,1
81,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1,45
82,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.28,5
83,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.33,2
84,2020-04,Abr 2020,Nordeste,Pernambuco,Outras,20
85,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.1,1
86,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.1.33,2
87,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,Outras,5
88,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1,3
89,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1.28,1
90,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1.33,6
91,2020-04,Abr 2020,Nordeste,Sergipe,Outras,12
92,2020-04,Abr 2020,Norte,Amapá,B.1.1.33,10
93,2020-04,Abr 2020,Norte,Amazonas,B.1.1.28,2
94,2020-04,Abr 2020,Norte,Amazonas,B.1.1.33,3
95,2020-04,Abr 2020,Norte,Amazonas,Outras,33
96,2020-04,Abr 2020,Norte,Pará,B.1.1.28,29
97,2020-04,Abr 2020,Norte,Pará,B.1.1.33,6
98,2020-04,Abr 2020,Norte,Pará,Outras,2
99,2020-04,Abr 2020,Norte,Roraima,B.1.1.33,1
100,2020-04,Abr 2020,Norte,Roraima,Outras,1
101,2020-04,Abr 2020,Sudeste,Espírito Santo,B.1.1.33,2
102,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.1.28,5
103,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.1.33,20
104,2020-04,Abr 2020,Sudeste,Minas Gerais,Outras,6
105,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1,1
106,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1.28,16
107,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1.33,224
108,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outras,10
109,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1,14
110,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.28,312
111,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.33,89
112,2020-04,Abr 2020,Sudeste,São Paulo,Outras,20
113,2020-04,Abr 2020,Sul,Paraná,B.1.1.28,14
114,2020-04,Abr 2020,Sul,Paraná,B.1.1.33,5
115,2020-04,Abr 2020,Sul,Paraná,Outras,3
116,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1,2
117,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.28,1
118,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.33,21
119,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outras,2
120,2020-04,Abr 2020,Sul,Santa Catarina,B.1.1.28,1
121,2020-04,Abr 2020,Sul,Santa Catarina,B.1.1.33,2
122,2020-05,Mai 2020,Centro-oeste,Goiás,B.1.1.33,1
123,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,3
124,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,3
125,2020-05,Mai 2020,Nordeste,Alagoas,B.1.1.28,1
126,2020-05,Mai 2020,Nordeste,Alagoas,B.1.1.33,3
127,2020-05,Mai 2020,Nordeste,Bahia,B.1.1,1
128,2020-05,Mai 2020,Nordeste,Bahia,B.1.1.28,9
129,2020-05,Mai 2020,Nordeste,Bahia,B.1.1.33,5
130,2020-05,Mai 2020,Nordeste,Bahia,Outras,1
131,2020-05,Mai 2020,Nordeste,Ceará,B.1.1.33,2
132,2020-05,Mai 2020,Nordeste,Ceará,Outras,7
133,2020-05,Mai 2020,Nordeste,Maranhão,B.1.1.33,4
134,2020-05,Mai 2020,Nordeste,Paraíba,B.1.1,3
135,2020-05,Mai 2020,Nordeste,Paraíba,B.1.1.33,2
136,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1,22
137,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.28,2
138,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.33,4
139,2020-05,Mai 2020,Nordeste,Pernambuco,Outras,9
140,2020-05,Mai 2020,Norte,Acre,B.1.1.33,2
141,2020-05,Mai 2020,Norte,Amapá,B.1.1.33,6
142,2020-05,Mai 2020,Norte,Amazonas,B.1.1.28,9
143,2020-05,Mai 2020,Norte,Amazonas,B.1.1.33,6
144,2020-05,Mai 2020,Norte,Amazonas,Outras,13
145,2020-05,Mai 2020,Norte,Pará,B.1.1.28,6
146,2020-05,Mai 2020,Norte,Pará,B.1.1.33,2
147,2020-05,Mai 2020,Norte,Pará,Outras,1
148,2020-05,Mai 2020,Norte,Rondônia,B.1.1.33,5
149,2020-05,Mai 2020,Norte,Rondônia,Outras,2
150,2020-05,Mai 2020,Norte,Roraima,B.1.1.33,1
151,2020-05,Mai 2020,Sudeste,Espírito Santo,B.1.1.33,5
152,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1.1.28,4
153,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1.1.33,3
154,2020-05,Mai 2020,Sudeste,Minas Gerais,Outras,1
155,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1,1
156,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1.28,2
157,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1.33,46
158,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outras,5
159,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1,1
160,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.28,73
161,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.33,14
162,2020-05,Mai 2020,Sudeste,São Paulo,Outras,3
163,2020-05,Mai 2020,Sul,Paraná,B.1.1.28,2
164,2020-05,Mai 2020,Sul,Paraná,B.1.1.33,12
165,2020-05,Mai 2020,Sul,Paraná,Outras,2
166,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1,6
167,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.28,5
168,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.33,50
169,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outras,7
170,2020-05,Mai 2020,Sul,Santa Catarina,B.1.1.33,2
171,2020-05,Mai 2020,Sul,Santa Catarina,Outras,1
172,2020-06,Jun 2020,Centro-oeste,Goiás,B.1.1.28,1
173,2020-06,Jun 2020,Centro-oeste,Goiás,B.1.1.33,11
174,2020-06,Jun 2020,Centro-oeste,Mato Grosso,B.1.1.28,2
175,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,1
176,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,1
177,2020-06,Jun 2020,Nordeste,Bahia,B.1.1.28,6
178,2020-06,Jun 2020,Nordeste,Bahia,B.1.1.33,6
179,2020-06,Jun 2020,Nordeste,Bahia,Outras,1
180,2020-06,Jun 2020,Nordeste,Ceará,B.1.1.33,2
181,2020-06,Jun 2020,Nordeste,Paraíba,B.1.1,5
182,2020-06,Jun 2020,Nordeste,Paraíba,B.1.1.33,1
183,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1,28
184,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.28,6
185,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.33,5
186,2020-06,Jun 2020,Nordeste,Pernambuco,Outras,12
187,2020-06,Jun 2020,Norte,Acre,B.1.1.33,2
188,2020-06,Jun 2020,Norte,Amazonas,B.1.1.28,10
189,2020-06,Jun 2020,Norte,Amazonas,B.1.1.33,1
190,2020-06,Jun 2020,Norte,Amazonas,Outras,5
191,2020-06,Jun 2020,Norte,Pará,B.1.1.28,3
192,2020-06,Jun 2020,Norte,Pará,B.1.1.33,4
193,2020-06,Jun 2020,Norte,Rondônia,B.1.1.33,1
194,2020-06,Jun 2020,Norte,Roraima,B.1.1.33,2
195,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1,1
196,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.28,3
197,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.33,37
198,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1,1
199,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.28,47
200,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.33,20
201,2020-06,Jun 2020,Sul,Paraná,B.1.1,1
202,2020-06,Jun 2020,Sul,Paraná,B.1.1.28,23
203,2020-06,Jun 2020,Sul,Paraná,B.1.1.33,74
204,2020-06,Jun 2020,Sul,Paraná,Outras,3
205,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.28,21
206,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.33,47
207,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outras,20
208,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.28,1
209,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.33,1
210,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.28,1
211,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.33,4
212,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,4
213,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,3
214,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outras,3
215,2020-07,Jul 2020,Nordeste,Bahia,B.1.1,2
216,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.28,9
217,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.33,7
218,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1,1
219,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1.33,1
220,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1,27
221,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.28,6
222,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.33,7
223,2020-07,Jul 2020,Nordeste,Pernambuco,Outras,2
224,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1,5
225,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.28,3
226,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.33,1
227,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,Outras,2
228,2020-07,Jul 2020,Nordeste,Sergipe,B.1.1,1
229,2020-07,Jul 2020,Nordeste,Sergipe,Outras,1
230,2020-07,Jul 2020,Norte,Amazonas,B.1.1,1
231,2020-07,Jul 2020,Norte,Amazonas,B.1.1.28,6
232,2020-07,Jul 2020,Norte,Amazonas,B.1.1.33,5
233,2020-07,Jul 2020,Norte,Amazonas,Outras,4
234,2020-07,Jul 2020,Norte,Pará,B.1.1.28,3
235,2020-07,Jul 2020,Norte,Pará,B.1.1.33,3
236,2020-07,Jul 2020,Norte,Pará,Outras,1
237,2020-07,Jul 2020,Sudeste,Minas Gerais,B.1.1.33,1
238,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1,5
239,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.28,4
240,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.33,71
241,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outras,1
242,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1,5
243,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.28,53
244,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.33,12
245,2020-07,Jul 2020,Sudeste,São Paulo,Outras,4
246,2020-07,Jul 2020,Sul,Paraná,B.1.1,2
247,2020-07,Jul 2020,Sul,Paraná,B.1.1.28,22
248,2020-07,Jul 2020,Sul,Paraná,B.1.1.33,25
249,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1,5
250,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.28,19
251,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.33,44
252,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outras,16
253,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.28,1
254,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.33,1
255,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1,1
256,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.28,2
257,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.33,11
258,2020-08,Ago 2020,Centro-oeste,Mato Grosso,B.1.1.33,2
259,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,2
260,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,5
261,2020-08,Ago 2020,Nordeste,Bahia,B.1.1,2
262,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.28,5
263,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.33,6
264,2020-08,Ago 2020,Nordeste,Bahia,Outras,1
265,2020-08,Ago 2020,Nordeste,Ceará,B.1.1.33,1
266,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1,5
267,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.28,1
268,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.33,2
269,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1,23
270,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.28,15
271,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.33,6
272,2020-08,Ago 2020,Nordeste,Pernambuco,Outras,7
273,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1,4
274,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1.28,2
275,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,Outras,1
276,2020-08,Ago 2020,Nordeste,Sergipe,B.1.1.28,3
277,2020-08,Ago 2020,Norte,Acre,B.1.1.33,14
278,2020-08,Ago 2020,Norte,Amazonas,B.1.1.28,4
279,2020-08,Ago 2020,Norte,Amazonas,Outras,2
280,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.28,1
281,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.33,3
282,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1,4
283,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.28,16
284,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.33,32
285,2020-08,Ago 2020,Sudeste,Rio de Janeiro,Outras,2
286,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1,2
287,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.28,28
288,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.33,8
289,2020-08,Ago 2020,Sudeste,São Paulo,Outras,1
290,2020-08,Ago 2020,Sul,Paraná,B.1.1,2
291,2020-08,Ago 2020,Sul,Paraná,B.1.1.28,10
292,2020-08,Ago 2020,Sul,Paraná,B.1.1.33,7
293,2020-08,Ago 2020,Sul,Paraná,Outras,2
294,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1,6
295,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.28,39
296,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.33,61
297,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outras,17
298,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.28,1
299,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.33,1
300,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1,1
301,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.28,2
302,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.33,1
303,2020-09,Set 2020,Centro-oeste,Distrito Federal,P.2,2
304,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1,1
305,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.28,1
306,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.33,4
307,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,2
308,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,6
309,2020-09,Set 2020,Nordeste,Bahia,B.1.1,3
310,2020-09,Set 2020,Nordeste,Bahia,B.1.1.28,9
311,2020-09,Set 2020,Nordeste,Bahia,B.1.1.33,12
312,2020-09,Set 2020,Nordeste,Bahia,Outras,1
313,2020-09,Set 2020,Nordeste,Ceará,B.1.1.33,1
314,2020-09,Set 2020,Nordeste,Paraíba,B.1.1,9
315,2020-09,Set 2020,Nordeste,Paraíba,B.1.1.33,2
316,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1,30
317,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.28,55
318,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.33,19
319,2020-09,Set 2020,Nordeste,Pernambuco,Outras,11
320,2020-09,Set 2020,Nordeste,Pernambuco,P.1 (Gama),1
321,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1,4
322,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1.33,4
323,2020-09,Set 2020,Nordeste,Rio Grande do Norte,Outras,2
324,2020-09,Set 2020,Norte,Amazonas,B.1.1,1
325,2020-09,Set 2020,Norte,Amazonas,B.1.1.28,9
326,2020-09,Set 2020,Norte,Amazonas,B.1.1.33,8
327,2020-09,Set 2020,Norte,Amazonas,Outras,4
328,2020-09,Set 2020,Norte,Tocantins,B.1.1,1
329,2020-09,Set 2020,Norte,Tocantins,B.1.1.28,4
330,2020-09,Set 2020,Sudeste,Espírito Santo,B.1.1.33,14
331,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.28,4
332,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.33,3
333,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1,2
334,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.28,10
335,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.33,40
336,2020-09,Set 2020,Sudeste,Rio de Janeiro,Outras,3
337,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.28,13
338,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.33,2
339,2020-09,Set 2020,Sudeste,São Paulo,Outras,1
340,2020-09,Set 2020,Sudeste,São Paulo,P.2,1
341,2020-09,Set 2020,Sul,Paraná,B.1.1,1
342,2020-09,Set 2020,Sul,Paraná,B.1.1.28,3
343,2020-09,Set 2020,Sul,Paraná,B.1.1.33,5
344,2020-09,Set 2020,Sul,Paraná,P.2,1
345,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1,2
346,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.28,21
347,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.33,34
348,2020-09,Set 2020,Sul,Rio Grande do Sul,Outras,7
349,2020-09,Set 2020,Sul,Rio Grande do Sul,P.1 (Gama),1
350,2020-09,Set 2020,Sul,Santa Catarina,B.1.1,1
351,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.28,2
352,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.33,1
353,2020-10,Out 2020,Centro-oeste,Distrito Federal,B.1.1.28,3
354,2020-10,Out 2020,Centro-oeste,Distrito Federal,P.2,4
355,2020-10,Out 2020,Centro-oeste,Goiás,B.1.1.28,2
356,2020-10,Out 2020,Centro-oeste,Goiás,B.1.1.33,2
357,2020-10,Out 2020,Centro-oeste,Goiás,P.2,1
358,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,7
359,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,2
360,2020-10,Out 2020,Nordeste,Bahia,B.1.1,1
361,2020-10,Out 2020,Nordeste,Bahia,B.1.1.28,3
362,2020-10,Out 2020,Nordeste,Bahia,B.1.1.33,5
363,2020-10,Out 2020,Nordeste,Bahia,P.2,1
364,2020-10,Out 2020,Nordeste,Paraíba,B.1.1,6
365,2020-10,Out 2020,Nordeste,Paraíba,P.2,1
366,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1,18
367,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.28,29
368,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.33,29
369,2020-10,Out 2020,Nordeste,Pernambuco,Outras,3
370,2020-10,Out 2020,Nordeste,Pernambuco,P.2,10
371,2020-10,Out 2020,Nordeste,Piauí,B.1.1.28,2
372,2020-10,Out 2020,Nordeste,Piauí,Outras,2
373,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1,2
374,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.28,3
375,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.33,3
376,2020-10,Out 2020,Nordeste,Rio Grande do Norte,Outras,1
377,2020-10,Out 2020,Norte,Amazonas,B.1.1,1
378,2020-10,Out 2020,Norte,Amazonas,B.1.1.28,8
379,2020-10,Out 2020,Norte,Amazonas,B.1.1.33,3
380,2020-10,Out 2020,Norte,Amazonas,Outras,4
381,2020-10,Out 2020,Norte,Pará,B.1.1,1
382,2020-10,Out 2020,Norte,Pará,P.2,6
383,2020-10,Out 2020,Norte,Tocantins,B.1.1.28,6
384,2020-10,Out 2020,Norte,Tocantins,B.1.1.33,2
385,2020-10,Out 2020,Norte,Tocantins,P.2,1
386,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.28,5
387,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.33,7
388,2020-10,Out 2020,Sudeste,Espírito Santo,P.2,3
389,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1,1
390,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.28,6
391,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.33,6
392,2020-10,Out 2020,Sudeste,Minas Gerais,P.2,1
393,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1,1
394,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1.28,14
