Data,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
2021-01-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,Outros,P.1.* (Gama),1
2021-01-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,Outros,P.2,45
2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1,2
2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1.28,2
2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,2
2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,P.1.* (Gama),13
2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,P.2,16
2021-01-01,Jan 2021,Nordeste,Alagoas,Outros,B.1.1.28,1
2021-01-01,Jan 2021,Nordeste,Alagoas,Outros,P.1.* (Gama),1
2021-01-01,Jan 2021,Nordeste,Alagoas,Outros,P.2,16
2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,B.1.1,2
2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,B.1.1.28,28
2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,B.1.1.33,1
2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,B.1.1.7 (Alfa),3
2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,Outras,8
2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,P.1.* (Gama),3
2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,P.2,53
2021-01-01,Jan 2021,Nordeste,Bahia,Outros,B.1.1,1
2021-01-01,Jan 2021,Nordeste,Bahia,Outros,B.1.1.28,5
2021-01-01,Jan 2021,Nordeste,Bahia,Outros,B.1.1.33,2
2021-01-01,Jan 2021,Nordeste,Bahia,Outros,B.1.1.7 (Alfa),1
2021-01-01,Jan 2021,Nordeste,Bahia,Outros,Outras,5
2021-01-01,Jan 2021,Nordeste,Bahia,Outros,P.1.* (Gama),11
2021-01-01,Jan 2021,Nordeste,Bahia,Outros,P.2,37
2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,B.1.1,4
2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,B.1.1.28,6
2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,B.1.1.33,11
2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,Outras,3
2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,P.1.* (Gama),24
2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,P.2,37
2021-01-01,Jan 2021,Nordeste,Ceará,Outros,B.1.1,1
2021-01-01,Jan 2021,Nordeste,Ceará,Outros,B.1.1.28,7
2021-01-01,Jan 2021,Nordeste,Ceará,Outros,B.1.1.33,3
2021-01-01,Jan 2021,Nordeste,Ceará,Outros,Outras,5
2021-01-01,Jan 2021,Nordeste,Ceará,Outros,P.1.* (Gama),16
2021-01-01,Jan 2021,Nordeste,Ceará,Outros,P.2,33
2021-01-01,Jan 2021,Nordeste,Maranhão,FIOCRUZ,B.1.1.33,1
2021-01-01,Jan 2021,Nordeste,Maranhão,FIOCRUZ,Outras,27
2021-01-01,Jan 2021,Nordeste,Maranhão,FIOCRUZ,P.1.* (Gama),4
2021-01-01,Jan 2021,Nordeste,Maranhão,FIOCRUZ,P.2,10
2021-01-01,Jan 2021,Nordeste,Maranhão,Outros,B.1.1.28,2
2021-01-01,Jan 2021,Nordeste,Maranhão,Outros,Outras,2
2021-01-01,Jan 2021,Nordeste,Maranhão,Outros,P.1.* (Gama),4
2021-01-01,Jan 2021,Nordeste,Maranhão,Outros,P.2,5
2021-01-01,Jan 2021,Nordeste,Paraíba,FIOCRUZ,B.1.1.28,1
2021-01-01,Jan 2021,Nordeste,Paraíba,FIOCRUZ,Outras,1
2021-01-01,Jan 2021,Nordeste,Paraíba,FIOCRUZ,P.2,1
2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,B.1.1,3
2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,B.1.1.28,2
2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,B.1.1.33,1
2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,Outras,4
2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,P.1.* (Gama),5
2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,P.2,26
2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,B.1.1,4
2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,2
2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,Outras,1
2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,P.2,12
2021-01-01,Jan 2021,Nordeste,Pernambuco,Outros,B.1.1,2
2021-01-01,Jan 2021,Nordeste,Pernambuco,Outros,B.1.1.28,1
2021-01-01,Jan 2021,Nordeste,Pernambuco,Outros,P.1.* (Gama),1
2021-01-01,Jan 2021,Nordeste,Pernambuco,Outros,P.2,33
2021-01-01,Jan 2021,Nordeste,Piauí,Outros,Outras,1
2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,2
2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,1
2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,P.2,6
2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,B.1.1,6
2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,3
2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,Outras,1
2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,P.1.* (Gama),14
2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,P.2,30
2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,4
2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,B.1.1.33,3
2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,Outras,2
2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,P.1.* (Gama),6
2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,P.2,21
2021-01-01,Jan 2021,Nordeste,Sergipe,Outros,B.1.1.28,3
2021-01-01,Jan 2021,Nordeste,Sergipe,Outros,B.1.1.7 (Alfa),1
2021-01-01,Jan 2021,Nordeste,Sergipe,Outros,P.1.* (Gama),1
2021-01-01,Jan 2021,Nordeste,Sergipe,Outros,P.2,2
2021-01-01,Jan 2021,Norte,Acre,Outros,B.1.1.28,15
2021-01-01,Jan 2021,Norte,Acre,Outros,B.1.1.33,5
2021-01-01,Jan 2021,Norte,Acre,Outros,Outras,3
2021-01-01,Jan 2021,Norte,Acre,Outros,P.1.* (Gama),10
2021-01-01,Jan 2021,Norte,Acre,Outros,P.2,3
2021-01-01,Jan 2021,Norte,Amapá,FIOCRUZ,P.1.* (Gama),4
2021-01-01,Jan 2021,Norte,Amapá,FIOCRUZ,P.2,41
2021-01-01,Jan 2021,Norte,Amapá,Outros,B.1.1.33,1
2021-01-01,Jan 2021,Norte,Amapá,Outros,B.1.617.2+AY.* (Delta),1
2021-01-01,Jan 2021,Norte,Amapá,Outros,Outras,2
2021-01-01,Jan 2021,Norte,Amapá,Outros,P.1.* (Gama),6
2021-01-01,Jan 2021,Norte,Amapá,Outros,P.2,20
2021-01-01,Jan 2021,Norte,Amazonas,FIOCRUZ,B.1.1.33,1
2021-01-01,Jan 2021,Norte,Amazonas,FIOCRUZ,P.1.* (Gama),101
2021-01-01,Jan 2021,Norte,Amazonas,FIOCRUZ,P.2,4
2021-01-01,Jan 2021,Norte,Amazonas,Outros,B.1.1,1
2021-01-01,Jan 2021,Norte,Amazonas,Outros,B.1.1.28,3
2021-01-01,Jan 2021,Norte,Amazonas,Outros,B.1.1.33,3
2021-01-01,Jan 2021,Norte,Amazonas,Outros,BA.1.* (Omicron),1
2021-01-01,Jan 2021,Norte,Amazonas,Outros,P.1.* (Gama),92
2021-01-01,Jan 2021,Norte,Amazonas,Outros,P.2,8
2021-01-01,Jan 2021,Norte,Pará,FIOCRUZ,B.1.1.28,5
2021-01-01,Jan 2021,Norte,Pará,FIOCRUZ,P.1.* (Gama),12
2021-01-01,Jan 2021,Norte,Pará,FIOCRUZ,P.2,10
2021-01-01,Jan 2021,Norte,Pará,Outros,B.1.1,30
2021-01-01,Jan 2021,Norte,Pará,Outros,B.1.1.28,134
2021-01-01,Jan 2021,Norte,Pará,Outros,B.1.1.33,41
2021-01-01,Jan 2021,Norte,Pará,Outros,B.1.617.2+AY.* (Delta),3
2021-01-01,Jan 2021,Norte,Pará,Outros,Outras,5
2021-01-01,Jan 2021,Norte,Pará,Outros,P.1.* (Gama),18
2021-01-01,Jan 2021,Norte,Pará,Outros,P.2,20
2021-01-01,Jan 2021,Norte,Rondônia,FIOCRUZ,BA.1.* (Omicron),1
2021-01-01,Jan 2021,Norte,Rondônia,Outros,B.1.1.28,2
2021-01-01,Jan 2021,Norte,Rondônia,Outros,B.1.1.33,6
2021-01-01,Jan 2021,Norte,Rondônia,Outros,Outras,1
2021-01-01,Jan 2021,Norte,Rondônia,Outros,P.1.* (Gama),5
2021-01-01,Jan 2021,Norte,Rondônia,Outros,P.2,6
2021-01-01,Jan 2021,Norte,Roraima,Outros,P.1.* (Gama),12
2021-01-01,Jan 2021,Norte,Roraima,Outros,P.2,1
2021-01-01,Jan 2021,Norte,Tocantins,Outros,B.1.1.28,1
2021-01-01,Jan 2021,Norte,Tocantins,Outros,P.1.* (Gama),2
2021-01-01,Jan 2021,Norte,Tocantins,Outros,P.2,4
2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,7
2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,9
2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,Outras,1
2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,P.1.* (Gama),3
2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,P.2,20
2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,B.1.1.28,1
2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,B.1.1.33,3
2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,B.1.1.7 (Alfa),1
2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,P.1.* (Gama),1
2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,P.2,15
2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,5
2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,1
2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,BA.1.* (Omicron),1
2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,Outras,2
2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,P.2,30
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,B.1.1.28,3
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,B.1.1.33,6
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,B.1.1.7 (Alfa),13
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,B.1.617.2+AY.* (Delta),1
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,BA.1.* (Omicron),1
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,BA.2.* (Omicron),1
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,Outras,4
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,P.1.* (Gama),12
2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,P.2,24
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,2
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,5
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,4
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.7 (Alfa),3
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.1.* (Gama),1
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,73
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,Outros,B.1.1.28,6
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,Outros,B.1.1.33,4
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,Outros,B.1.1.7 (Alfa),3
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,Outros,B.1.617.2+AY.* (Delta),2
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,Outros,Outras,4
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,Outros,P.1.* (Gama),22
2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,Outros,P.2,111
2021-01-01,Jan 2021,Sudeste,São Paulo,FIOCRUZ,B.1.1.28,6
2021-01-01,Jan 2021,Sudeste,São Paulo,FIOCRUZ,Outras,3
2021-01-01,Jan 2021,Sudeste,São Paulo,FIOCRUZ,P.2,18
2021-01-01,Jan 2021,Sudeste,São Paulo,Outros,B.1.1,5
2021-01-01,Jan 2021,Sudeste,São Paulo,Outros,B.1.1.28,172
2021-01-01,Jan 2021,Sudeste,São Paulo,Outros,B.1.1.33,16
2021-01-01,Jan 2021,Sudeste,São Paulo,Outros,B.1.1.7 (Alfa),28
2021-01-01,Jan 2021,Sudeste,São Paulo,Outros,Outras,68
2021-01-01,Jan 2021,Sudeste,São Paulo,Outros,P.1.* (Gama),98
2021-01-01,Jan 2021,Sudeste,São Paulo,Outros,P.2,451
2021-01-01,Jan 2021,Sul,Paraná,FIOCRUZ,B.1.1.28,9
2021-01-01,Jan 2021,Sul,Paraná,FIOCRUZ,B.1.1.33,1
2021-01-01,Jan 2021,Sul,Paraná,FIOCRUZ,Outras,1
2021-01-01,Jan 2021,Sul,Paraná,FIOCRUZ,P.1.* (Gama),8
2021-01-01,Jan 2021,Sul,Paraná,FIOCRUZ,P.2,26
2021-01-01,Jan 2021,Sul,Paraná,Outros,B.1.1.28,17
2021-01-01,Jan 2021,Sul,Paraná,Outros,B.1.1.33,1
2021-01-01,Jan 2021,Sul,Paraná,Outros,B.1.1.7 (Alfa),3
2021-01-01,Jan 2021,Sul,Paraná,Outros,Outras,3
2021-01-01,Jan 2021,Sul,Paraná,Outros,P.1.* (Gama),1
2021-01-01,Jan 2021,Sul,Paraná,Outros,P.2,73
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,1
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,6
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,3
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,FIOCRUZ,Outras,8
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,FIOCRUZ,P.1.* (Gama),6
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,FIOCRUZ,P.2,46
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,Outros,B.1.1.28,9
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,Outros,B.1.1.33,3
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,Outros,Outras,10
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,Outros,P.1.* (Gama),13
2021-01-01,Jan 2021,Sul,Rio Grande do Sul,Outros,P.2,35
2021-01-01,Jan 2021,Sul,Santa Catarina,FIOCRUZ,B.1.1,1
2021-01-01,Jan 2021,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,6
2021-01-01,Jan 2021,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
2021-01-01,Jan 2021,Sul,Santa Catarina,FIOCRUZ,B.1.1.7 (Alfa),1
2021-01-01,Jan 2021,Sul,Santa Catarina,FIOCRUZ,Outras,5
2021-01-01,Jan 2021,Sul,Santa Catarina,FIOCRUZ,P.1.* (Gama),15
2021-01-01,Jan 2021,Sul,Santa Catarina,FIOCRUZ,P.2,57
2021-01-01,Jan 2021,Sul,Santa Catarina,Outros,B.1.1.28,4
2021-01-01,Jan 2021,Sul,Santa Catarina,Outros,Outras,11
2021-01-01,Jan 2021,Sul,Santa Catarina,Outros,P.1.* (Gama),4
2021-01-01,Jan 2021,Sul,Santa Catarina,Outros,P.2,34
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,FIOCRUZ,B.1.1.28,1
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,FIOCRUZ,B.1.1.7 (Alfa),1
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,FIOCRUZ,P.1.* (Gama),11
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,FIOCRUZ,P.2,2
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,Outros,B.1.1.28,1
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,Outros,B.1.1.7 (Alfa),1
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,Outros,Outras,3
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,Outros,P.1.* (Gama),19
2021-02-01,Fev 2021,Centro-oeste,Distrito Federal,Outros,P.2,21
2021-02-01,Fev 2021,Centro-oeste,Goiás,Outros,B.1.1,1
2021-02-01,Fev 2021,Centro-oeste,Goiás,Outros,B.1.1.28,3
2021-02-01,Fev 2021,Centro-oeste,Goiás,Outros,B.1.1.7 (Alfa),21
2021-02-01,Fev 2021,Centro-oeste,Goiás,Outros,Outras,1
2021-02-01,Fev 2021,Centro-oeste,Goiás,Outros,P.1.* (Gama),126
2021-02-01,Fev 2021,Centro-oeste,Goiás,Outros,P.2,46
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso,Outros,B.1.1.28,1
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso,Outros,Outras,2
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso,Outros,P.1.* (Gama),12
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso,Outros,P.2,10
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,P.1.* (Gama),2
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,P.2,5
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1,1
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,5
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso do Sul,Outros,Outras,2
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso do Sul,Outros,P.1.* (Gama),12
2021-02-01,Fev 2021,Centro-oeste,Mato Grosso do Sul,Outros,P.2,42
2021-02-01,Fev 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1,2
2021-02-01,Fev 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1.28,2
2021-02-01,Fev 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,4
2021-02-01,Fev 2021,Nordeste,Alagoas,FIOCRUZ,Outras,2
2021-02-01,Fev 2021,Nordeste,Alagoas,FIOCRUZ,P.1.* (Gama),29
2021-02-01,Fev 2021,Nordeste,Alagoas,FIOCRUZ,P.2,37
2021-02-01,Fev 2021,Nordeste,Alagoas,Outros,B.1.1,1
2021-02-01,Fev 2021,Nordeste,Alagoas,Outros,P.1.* (Gama),4
2021-02-01,Fev 2021,Nordeste,Alagoas,Outros,P.2,3
2021-02-01,Fev 2021,Nordeste,Bahia,FIOCRUZ,B.1.1,1
2021-02-01,Fev 2021,Nordeste,Bahia,FIOCRUZ,B.1.1.28,15
2021-02-01,Fev 2021,Nordeste,Bahia,FIOCRUZ,B.1.1.7 (Alfa),2
2021-02-01,Fev 2021,Nordeste,Bahia,FIOCRUZ,Outras,6
2021-02-01,Fev 2021,Nordeste,Bahia,FIOCRUZ,P.1.* (Gama),38
2021-02-01,Fev 2021,Nordeste,Bahia,FIOCRUZ,P.2,56
2021-02-01,Fev 2021,Nordeste,Bahia,Outros,B.1.1.28,11
2021-02-01,Fev 2021,Nordeste,Bahia,Outros,B.1.1.33,2
2021-02-01,Fev 2021,Nordeste,Bahia,Outros,B.1.1.7 (Alfa),4
2021-02-01,Fev 2021,Nordeste,Bahia,Outros,Outras,6
2021-02-01,Fev 2021,Nordeste,Bahia,Outros,P.1.* (Gama),34
2021-02-01,Fev 2021,Nordeste,Bahia,Outros,P.2,46
2021-02-01,Fev 2021,Nordeste,Ceará,FIOCRUZ,B.1.1,1
2021-02-01,Fev 2021,Nordeste,Ceará,FIOCRUZ,B.1.1.28,8
2021-02-01,Fev 2021,Nordeste,Ceará,FIOCRUZ,B.1.1.33,2
2021-02-01,Fev 2021,Nordeste,Ceará,FIOCRUZ,Outras,1
2021-02-01,Fev 2021,Nordeste,Ceará,FIOCRUZ,P.1.* (Gama),127
2021-02-01,Fev 2021,Nordeste,Ceará,FIOCRUZ,P.2,49
2021-02-01,Fev 2021,Nordeste,Ceará,Outros,B.1.1.28,4
2021-02-01,Fev 2021,Nordeste,Ceará,Outros,B.1.1.33,1
2021-02-01,Fev 2021,Nordeste,Ceará,Outros,P.1.* (Gama),45
2021-02-01,Fev 2021,Nordeste,Ceará,Outros,P.2,4
2021-02-01,Fev 2021,Nordeste,Maranhão,FIOCRUZ,B.1.1.28,1
2021-02-01,Fev 2021,Nordeste,Maranhão,FIOCRUZ,Outras,11
2021-02-01,Fev 2021,Nordeste,Maranhão,FIOCRUZ,P.1.* (Gama),22
2021-02-01,Fev 2021,Nordeste,Maranhão,FIOCRUZ,P.2,5
2021-02-01,Fev 2021,Nordeste,Maranhão,Outros,B.1.1,1
2021-02-01,Fev 2021,Nordeste,Maranhão,Outros,B.1.1.28,1
2021-02-01,Fev 2021,Nordeste,Maranhão,Outros,Outras,4
2021-02-01,Fev 2021,Nordeste,Maranhão,Outros,P.1.* (Gama),6
2021-02-01,Fev 2021,Nordeste,Maranhão,Outros,P.2,1
2021-02-01,Fev 2021,Nordeste,Paraíba,FIOCRUZ,B.1.1,1
2021-02-01,Fev 2021,Nordeste,Paraíba,FIOCRUZ,B.1.1.28,1
2021-02-01,Fev 2021,Nordeste,Paraíba,FIOCRUZ,Outras,1
2021-02-01,Fev 2021,Nordeste,Paraíba,FIOCRUZ,P.1.* (Gama),15
2021-02-01,Fev 2021,Nordeste,Paraíba,FIOCRUZ,P.2,1
2021-02-01,Fev 2021,Nordeste,Paraíba,Outros,B.1.1.28,1
2021-02-01,Fev 2021,Nordeste,Paraíba,Outros,P.1.* (Gama),3
2021-02-01,Fev 2021,Nordeste,Paraíba,Outros,P.2,6
2021-02-01,Fev 2021,Nordeste,Pernambuco,FIOCRUZ,B.1.1,1
2021-02-01,Fev 2021,Nordeste,Pernambuco,FIOCRUZ,P.1.* (Gama),15
2021-02-01,Fev 2021,Nordeste,Pernambuco,FIOCRUZ,P.2,4
2021-02-01,Fev 2021,Nordeste,Pernambuco,Outros,P.1.* (Gama),25
2021-02-01,Fev 2021,Nordeste,Pernambuco,Outros,P.2,17
2021-02-01,Fev 2021,Nordeste,Piauí,Outros,B.1.1.33,3
2021-02-01,Fev 2021,Nordeste,Piauí,Outros,Outras,3
2021-02-01,Fev 2021,Nordeste,Piauí,Outros,P.1.* (Gama),13
2021-02-01,Fev 2021,Nordeste,Piauí,Outros,P.2,2
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,P.1.* (Gama),17
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,P.2,9
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,Outros,B.1.1,5
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,2
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,1
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,Outros,Outras,1
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,Outros,P.1.* (Gama),22
2021-02-01,Fev 2021,Nordeste,Rio Grande do Norte,Outros,P.2,14
2021-02-01,Fev 2021,Nordeste,Sergipe,FIOCRUZ,B.1.1,1
2021-02-01,Fev 2021,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,3
2021-02-01,Fev 2021,Nordeste,Sergipe,FIOCRUZ,B.1.1.33,1
2021-02-01,Fev 2021,Nordeste,Sergipe,FIOCRUZ,Outras,2
2021-02-01,Fev 2021,Nordeste,Sergipe,FIOCRUZ,P.1.* (Gama),114
2021-02-01,Fev 2021,Nordeste,Sergipe,FIOCRUZ,P.2,21
2021-02-01,Fev 2021,Nordeste,Sergipe,Outros,Outras,3
2021-02-01,Fev 2021,Nordeste,Sergipe,Outros,P.1.* (Gama),32
2021-02-01,Fev 2021,Nordeste,Sergipe,Outros,P.2,4
2021-02-01,Fev 2021,Norte,Acre,Outros,B.1.1.28,2
2021-02-01,Fev 2021,Norte,Acre,Outros,Outras,2
2021-02-01,Fev 2021,Norte,Acre,Outros,P.1.* (Gama),13
2021-02-01,Fev 2021,Norte,Amapá,FIOCRUZ,P.1.* (Gama),27
2021-02-01,Fev 2021,Norte,Amapá,FIOCRUZ,P.2,7
2021-02-01,Fev 2021,Norte,Amapá,Outros,B.1.1.28,1
2021-02-01,Fev 2021,Norte,Amapá,Outros,Outras,2
2021-02-01,Fev 2021,Norte,Amapá,Outros,P.1.* (Gama),28
2021-02-01,Fev 2021,Norte,Amapá,Outros,P.2,15
2021-02-01,Fev 2021,Norte,Amazonas,FIOCRUZ,P.1.* (Gama),98
2021-02-01,Fev 2021,Norte,Amazonas,Outros,B.1.1,1
2021-02-01,Fev 2021,Norte,Amazonas,Outros,P.1.* (Gama),53
2021-02-01,Fev 2021,Norte,Pará,FIOCRUZ,P.1.* (Gama),48
2021-02-01,Fev 2021,Norte,Pará,FIOCRUZ,P.2,11
2021-02-01,Fev 2021,Norte,Pará,Outros,B.1.1,1
2021-02-01,Fev 2021,Norte,Pará,Outros,B.1.1.28,1
2021-02-01,Fev 2021,Norte,Pará,Outros,P.1.* (Gama),21
2021-02-01,Fev 2021,Norte,Pará,Outros,P.2,3
2021-02-01,Fev 2021,Norte,Rondônia,Outros,P.1.* (Gama),4
2021-02-01,Fev 2021,Norte,Rondônia,Outros,P.2,1
2021-02-01,Fev 2021,Norte,Roraima,Outros,P.1.* (Gama),18
2021-02-01,Fev 2021,Norte,Tocantins,Outros,B.1.1,1
2021-02-01,Fev 2021,Norte,Tocantins,Outros,B.1.1.28,2
2021-02-01,Fev 2021,Norte,Tocantins,Outros,P.1.* (Gama),10
2021-02-01,Fev 2021,Norte,Tocantins,Outros,P.2,9
2021-02-01,Fev 2021,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,3
2021-02-01,Fev 2021,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,1
2021-02-01,Fev 2021,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.7 (Alfa),4
2021-02-01,Fev 2021,Sudeste,Espírito Santo,FIOCRUZ,P.1.* (Gama),11
2021-02-01,Fev 2021,Sudeste,Espírito Santo,FIOCRUZ,P.2,12
2021-02-01,Fev 2021,Sudeste,Espírito Santo,Outros,B.1.1.28,1
2021-02-01,Fev 2021,Sudeste,Espírito Santo,Outros,B.1.1.7 (Alfa),2
