Data,Período,Região,Estado,Variantes relevantes,Quantidade
2023-05-01,Mai 2023,Sul,Rio Grande do Sul,FE.1.* (Omicron),9
2023-05-01,Mai 2023,Sul,Rio Grande do Sul,Outras,5
2023-05-01,Mai 2023,Sul,Rio Grande do Sul,XBB.* (Omicron),11
2023-05-01,Mai 2023,Sul,Rio Grande do Sul,XBB.1.18.* (Omicron),1
2023-05-01,Mai 2023,Sul,Rio Grande do Sul,XBB.1.5.* (Omicron),22
2023-05-01,Mai 2023,Sul,Santa Catarina,FE.1.* (Omicron),18
2023-05-01,Mai 2023,Sul,Santa Catarina,Outras,2
2023-05-01,Mai 2023,Sul,Santa Catarina,XBB.* (Omicron),10
2023-05-01,Mai 2023,Sul,Santa Catarina,XBB.1.18.* (Omicron),6
2023-05-01,Mai 2023,Sul,Santa Catarina,XBB.1.5.* (Omicron),24
2023-06-01,Jun 2023,Centro-oeste,Distrito Federal,FE.1.* (Omicron),7
2023-06-01,Jun 2023,Centro-oeste,Distrito Federal,XBB.* (Omicron),10
2023-06-01,Jun 2023,Centro-oeste,Distrito Federal,XBB.1.18.* (Omicron),1
2023-06-01,Jun 2023,Centro-oeste,Distrito Federal,XBB.1.5.* (Omicron),8
2023-06-01,Jun 2023,Centro-oeste,Goiás,XBB.* (Omicron),3
2023-06-01,Jun 2023,Centro-oeste,Goiás,XBB.1.5.* (Omicron),1
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso,FE.1.* (Omicron),12
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso,XBB.* (Omicron),4
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso,XBB.1.18.* (Omicron),3
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso,XBB.1.5.* (Omicron),25
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso do Sul,FE.1.* (Omicron),12
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso do Sul,Outras,1
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso do Sul,XBB.* (Omicron),2
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.18.* (Omicron),1
2023-06-01,Jun 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.5.* (Omicron),4
2023-06-01,Jun 2023,Nordeste,Alagoas,FE.1.* (Omicron),14
2023-06-01,Jun 2023,Nordeste,Alagoas,XBB.1.5.* (Omicron),8
2023-06-01,Jun 2023,Nordeste,Bahia,FE.1.* (Omicron),67
2023-06-01,Jun 2023,Nordeste,Bahia,Outras,4
2023-06-01,Jun 2023,Nordeste,Bahia,XBB.1.5.* (Omicron),18
2023-06-01,Jun 2023,Nordeste,Paraíba,FE.1.* (Omicron),17
2023-06-01,Jun 2023,Nordeste,Paraíba,Outras,2
2023-06-01,Jun 2023,Nordeste,Paraíba,XBB.* (Omicron),3
2023-06-01,Jun 2023,Nordeste,Paraíba,XBB.1.5.* (Omicron),11
2023-06-01,Jun 2023,Nordeste,Pernambuco,FE.1.* (Omicron),17
2023-06-01,Jun 2023,Nordeste,Pernambuco,Outras,4
2023-06-01,Jun 2023,Nordeste,Pernambuco,XBB.1.18.* (Omicron),1
2023-06-01,Jun 2023,Nordeste,Pernambuco,XBB.1.5.* (Omicron),19
2023-06-01,Jun 2023,Nordeste,Rio Grande do Norte,FE.1.* (Omicron),6
2023-06-01,Jun 2023,Nordeste,Rio Grande do Norte,XBB.1.18.* (Omicron),2
2023-06-01,Jun 2023,Nordeste,Rio Grande do Norte,XBB.1.5.* (Omicron),14
2023-06-01,Jun 2023,Norte,Amazonas,FE.1.* (Omicron),2
2023-06-01,Jun 2023,Norte,Pará,FE.1.* (Omicron),3
2023-06-01,Jun 2023,Norte,Pará,Outras,1
2023-06-01,Jun 2023,Norte,Pará,XBB.1.18.* (Omicron),1
2023-06-01,Jun 2023,Norte,Pará,XBB.1.5.* (Omicron),24
2023-06-01,Jun 2023,Norte,Rondônia,FE.1.* (Omicron),7
2023-06-01,Jun 2023,Norte,Rondônia,XBB.* (Omicron),1
2023-06-01,Jun 2023,Norte,Rondônia,XBB.1.5.* (Omicron),33
2023-06-01,Jun 2023,Sudeste,Espírito Santo,FE.1.* (Omicron),21
2023-06-01,Jun 2023,Sudeste,Espírito Santo,Outras,1
2023-06-01,Jun 2023,Sudeste,Espírito Santo,XBB.* (Omicron),2
2023-06-01,Jun 2023,Sudeste,Espírito Santo,XBB.1.5.* (Omicron),17
2023-06-01,Jun 2023,Sudeste,Minas Gerais,FE.1.* (Omicron),13
2023-06-01,Jun 2023,Sudeste,Minas Gerais,Outras,2
2023-06-01,Jun 2023,Sudeste,Minas Gerais,XBB.* (Omicron),13
2023-06-01,Jun 2023,Sudeste,Minas Gerais,XBB.1.18.* (Omicron),2
2023-06-01,Jun 2023,Sudeste,Minas Gerais,XBB.1.5.* (Omicron),16
2023-06-01,Jun 2023,Sudeste,Rio de Janeiro,FE.1.* (Omicron),4
2023-06-01,Jun 2023,Sudeste,Rio de Janeiro,XBB.1.5.* (Omicron),2
2023-06-01,Jun 2023,Sudeste,São Paulo,FE.1.* (Omicron),9
2023-06-01,Jun 2023,Sudeste,São Paulo,XBB.* (Omicron),5
2023-06-01,Jun 2023,Sudeste,São Paulo,XBB.1.18.* (Omicron),1
2023-06-01,Jun 2023,Sudeste,São Paulo,XBB.1.5.* (Omicron),5
2023-06-01,Jun 2023,Sul,Paraná,FE.1.* (Omicron),1
2023-06-01,Jun 2023,Sul,Paraná,XBB.1.5.* (Omicron),2
2023-06-01,Jun 2023,Sul,Rio Grande do Sul,FE.1.* (Omicron),2
2023-06-01,Jun 2023,Sul,Rio Grande do Sul,Outras,1
2023-06-01,Jun 2023,Sul,Rio Grande do Sul,XBB.* (Omicron),3
2023-06-01,Jun 2023,Sul,Rio Grande do Sul,XBB.1.5.* (Omicron),2
2023-06-01,Jun 2023,Sul,Santa Catarina,FE.1.* (Omicron),21
2023-06-01,Jun 2023,Sul,Santa Catarina,Outras,4
2023-06-01,Jun 2023,Sul,Santa Catarina,XBB.* (Omicron),4
2023-06-01,Jun 2023,Sul,Santa Catarina,XBB.1.18.* (Omicron),1
2023-06-01,Jun 2023,Sul,Santa Catarina,XBB.1.5.* (Omicron),11
2023-07-01,Jul 2023,Centro-oeste,Distrito Federal,FE.1.* (Omicron),1
2023-07-01,Jul 2023,Centro-oeste,Distrito Federal,XBB.* (Omicron),5
2023-07-01,Jul 2023,Centro-oeste,Distrito Federal,XBB.1.18.* (Omicron),1
2023-07-01,Jul 2023,Centro-oeste,Distrito Federal,XBB.1.5.* (Omicron),6
2023-07-01,Jul 2023,Centro-oeste,Goiás,XBB.* (Omicron),1
2023-07-01,Jul 2023,Centro-oeste,Goiás,XBB.1.5.* (Omicron),2
2023-07-01,Jul 2023,Centro-oeste,Mato Grosso,XBB.1.5.* (Omicron),6
2023-07-01,Jul 2023,Nordeste,Bahia,FE.1.* (Omicron),25
2023-07-01,Jul 2023,Nordeste,Bahia,Outras,1
2023-07-01,Jul 2023,Nordeste,Bahia,XBB.* (Omicron),3
2023-07-01,Jul 2023,Nordeste,Bahia,XBB.1.5.* (Omicron),16
2023-07-01,Jul 2023,Norte,Pará,XBB.1.5.* (Omicron),13
2023-07-01,Jul 2023,Norte,Rondônia,FE.1.* (Omicron),2
2023-07-01,Jul 2023,Norte,Rondônia,XBB.1.5.* (Omicron),2
2023-07-01,Jul 2023,Sudeste,Espírito Santo,FE.1.* (Omicron),8
2023-07-01,Jul 2023,Sudeste,Espírito Santo,XBB.* (Omicron),6
2023-07-01,Jul 2023,Sudeste,Espírito Santo,XBB.1.5.* (Omicron),2
2023-07-01,Jul 2023,Sudeste,Minas Gerais,FE.1.* (Omicron),11
2023-07-01,Jul 2023,Sudeste,Minas Gerais,Outras,1
2023-07-01,Jul 2023,Sudeste,Minas Gerais,XBB.* (Omicron),7
2023-07-01,Jul 2023,Sudeste,Minas Gerais,XBB.1.5.* (Omicron),19
2023-07-01,Jul 2023,Sudeste,São Paulo,FE.1.* (Omicron),3
2023-07-01,Jul 2023,Sudeste,São Paulo,Outras,1
2023-07-01,Jul 2023,Sul,Rio Grande do Sul,FE.1.* (Omicron),3
2023-07-01,Jul 2023,Sul,Rio Grande do Sul,XBB.* (Omicron),2
2023-07-01,Jul 2023,Sul,Rio Grande do Sul,XBB.1.5.* (Omicron),2
2023-08-01,Ago 2023,Nordeste,Bahia,Outras,1
2023-08-01,Ago 2023,Nordeste,Bahia,XBB.1.5.* (Omicron),5
2023-08-01,Ago 2023,Sudeste,São Paulo,Outras,1
