,Date,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
75,2020-03,Mar 2020,Sul,Santa Catarina,Outros,B.1.1.33,4
76,2020-03,Mar 2020,Sul,Santa Catarina,Outros,Outras,2
77,2020-04,Abr 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.33,1
78,2020-04,Abr 2020,Centro-oeste,Goiás,Outros,B.1.1.33,4
79,2020-04,Abr 2020,Centro-oeste,Goiás,Outros,Outras,3
80,2020-04,Abr 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,1
81,2020-04,Abr 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,2
82,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,1
83,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,4
84,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,2
85,2020-04,Abr 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.28,1
86,2020-04,Abr 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,1
87,2020-04,Abr 2020,Nordeste,Bahia,Outros,B.1.1,1
88,2020-04,Abr 2020,Nordeste,Bahia,Outros,B.1.1.28,9
89,2020-04,Abr 2020,Nordeste,Bahia,Outros,B.1.1.33,31
90,2020-04,Abr 2020,Nordeste,Bahia,Outros,Outras,5
91,2020-04,Abr 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,8
92,2020-04,Abr 2020,Nordeste,Ceará,Outros,B.1.1.28,1
93,2020-04,Abr 2020,Nordeste,Ceará,Outros,B.1.1.33,1
94,2020-04,Abr 2020,Nordeste,Ceará,Outros,Outras,3
95,2020-04,Abr 2020,Nordeste,Maranhão,Outros,B.1.1.33,17
96,2020-04,Abr 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,17
97,2020-04,Abr 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,7
98,2020-04,Abr 2020,Nordeste,Paraíba,Outros,Outras,2
99,2020-04,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,43
100,2020-04,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,3
101,2020-04,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,1
102,2020-04,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,14
103,2020-04,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1,3
104,2020-04,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1.28,2
105,2020-04,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1.33,1
106,2020-04,Abr 2020,Nordeste,Pernambuco,Outros,Outras,5
107,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1,1
108,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,1
109,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,Outros,Outras,6
110,2020-04,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1,3
111,2020-04,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,1
112,2020-04,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.33,6
113,2020-04,Abr 2020,Nordeste,Sergipe,FIOCRUZ,Outras,12
114,2020-04,Abr 2020,Norte,Amapá,Outros,B.1.1.33,10
115,2020-04,Abr 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,2
116,2020-04,Abr 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,1
117,2020-04,Abr 2020,Norte,Amazonas,FIOCRUZ,Outras,30
118,2020-04,Abr 2020,Norte,Amazonas,Outros,B.1.1.33,2
119,2020-04,Abr 2020,Norte,Amazonas,Outros,Outras,3
120,2020-04,Abr 2020,Norte,Pará,Outros,B.1.1.28,29
121,2020-04,Abr 2020,Norte,Pará,Outros,B.1.1.33,6
122,2020-04,Abr 2020,Norte,Pará,Outros,Outras,2
123,2020-04,Abr 2020,Norte,Roraima,Outros,B.1.1.33,1
124,2020-04,Abr 2020,Norte,Roraima,Outros,Outras,1
125,2020-04,Abr 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
126,2020-04,Abr 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,5
127,2020-04,Abr 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,20
128,2020-04,Abr 2020,Sudeste,Minas Gerais,Outros,Outras,6
129,2020-04,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,8
130,2020-04,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,83
131,2020-04,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,5
132,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,8
133,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,141
134,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outros,Outras,6
135,2020-04,Abr 2020,Sudeste,São Paulo,Outros,B.1.1,19
136,2020-04,Abr 2020,Sudeste,São Paulo,Outros,B.1.1.28,322
137,2020-04,Abr 2020,Sudeste,São Paulo,Outros,B.1.1.33,88
138,2020-04,Abr 2020,Sudeste,São Paulo,Outros,Outras,24
139,2020-04,Abr 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,10
140,2020-04,Abr 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,2
141,2020-04,Abr 2020,Sul,Paraná,FIOCRUZ,Outras,2
142,2020-04,Abr 2020,Sul,Paraná,Outros,B.1.1.28,4
143,2020-04,Abr 2020,Sul,Paraná,Outros,B.1.1.33,3
144,2020-04,Abr 2020,Sul,Paraná,Outros,Outras,1
145,2020-04,Abr 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,1
146,2020-04,Abr 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,4
147,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1,1
148,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,1
149,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,17
150,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outros,Outras,2
151,2020-04,Abr 2020,Sul,Santa Catarina,Outros,B.1.1.28,1
152,2020-04,Abr 2020,Sul,Santa Catarina,Outros,B.1.1.33,2
153,2020-05,Mai 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,1
154,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,3
155,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,3
156,2020-05,Mai 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.28,1
157,2020-05,Mai 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,3
158,2020-05,Mai 2020,Nordeste,Bahia,Outros,B.1.1,1
159,2020-05,Mai 2020,Nordeste,Bahia,Outros,B.1.1.28,9
160,2020-05,Mai 2020,Nordeste,Bahia,Outros,B.1.1.33,5
161,2020-05,Mai 2020,Nordeste,Bahia,Outros,Outras,1
162,2020-05,Mai 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,2
163,2020-05,Mai 2020,Nordeste,Ceará,FIOCRUZ,Outras,7
164,2020-05,Mai 2020,Nordeste,Maranhão,Outros,B.1.1.33,4
165,2020-05,Mai 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,3
166,2020-05,Mai 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
167,2020-05,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,21
168,2020-05,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,2
169,2020-05,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,4
170,2020-05,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,10
171,2020-05,Mai 2020,Norte,Acre,Outros,B.1.1.33,2
172,2020-05,Mai 2020,Norte,Amapá,Outros,B.1.1.33,6
173,2020-05,Mai 2020,Norte,Amazonas,FIOCRUZ,B.1.1,1
174,2020-05,Mai 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,8
175,2020-05,Mai 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,6
176,2020-05,Mai 2020,Norte,Amazonas,FIOCRUZ,Outras,11
177,2020-05,Mai 2020,Norte,Amazonas,Outros,Outras,2
178,2020-05,Mai 2020,Norte,Pará,Outros,B.1.1.28,6
179,2020-05,Mai 2020,Norte,Pará,Outros,B.1.1.33,2
180,2020-05,Mai 2020,Norte,Pará,Outros,Outras,1
181,2020-05,Mai 2020,Norte,Rondônia,Outros,B.1.1.33,5
182,2020-05,Mai 2020,Norte,Rondônia,Outros,Outras,2
183,2020-05,Mai 2020,Norte,Roraima,Outros,B.1.1.33,1
184,2020-05,Mai 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,3
185,2020-05,Mai 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
186,2020-05,Mai 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,4
187,2020-05,Mai 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,3
188,2020-05,Mai 2020,Sudeste,Minas Gerais,Outros,Outras,1
189,2020-05,Mai 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,5
190,2020-05,Mai 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
191,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
192,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,2
193,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,41
194,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outros,Outras,4
195,2020-05,Mai 2020,Sudeste,São Paulo,Outros,B.1.1,2
196,2020-05,Mai 2020,Sudeste,São Paulo,Outros,B.1.1.28,93
197,2020-05,Mai 2020,Sudeste,São Paulo,Outros,B.1.1.33,17
198,2020-05,Mai 2020,Sudeste,São Paulo,Outros,Outras,4
199,2020-05,Mai 2020,Sudeste,São Paulo,Outros,P.2,1
200,2020-05,Mai 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,2
201,2020-05,Mai 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,11
202,2020-05,Mai 2020,Sul,Paraná,FIOCRUZ,Outras,2
203,2020-05,Mai 2020,Sul,Paraná,Outros,B.1.1.33,1
204,2020-05,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,3
205,2020-05,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,1
206,2020-05,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,24
207,2020-05,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
208,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1,3
209,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,4
210,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,26
211,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outros,Outras,4
212,2020-05,Mai 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
213,2020-05,Mai 2020,Sul,Santa Catarina,FIOCRUZ,Outras,1
214,2020-06,Jun 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,9
215,2020-06,Jun 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
216,2020-06,Jun 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
217,2020-06,Jun 2020,Centro-oeste,Mato Grosso,FIOCRUZ,B.1.1.28,1
218,2020-06,Jun 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,1
219,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,1
220,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,1
221,2020-06,Jun 2020,Nordeste,Bahia,Outros,B.1.1.28,6
222,2020-06,Jun 2020,Nordeste,Bahia,Outros,B.1.1.33,6
223,2020-06,Jun 2020,Nordeste,Bahia,Outros,Outras,1
224,2020-06,Jun 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,2
225,2020-06,Jun 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,5
226,2020-06,Jun 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,1
227,2020-06,Jun 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,1
228,2020-06,Jun 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,3
229,2020-06,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1,24
230,2020-06,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1.28,3
231,2020-06,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1.33,5
232,2020-06,Jun 2020,Nordeste,Pernambuco,Outros,Outras,15
233,2020-06,Jun 2020,Norte,Acre,Outros,B.1.1.33,2
234,2020-06,Jun 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,10
235,2020-06,Jun 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,1
236,2020-06,Jun 2020,Norte,Amazonas,FIOCRUZ,Outras,5
237,2020-06,Jun 2020,Norte,Pará,Outros,B.1.1.28,3
238,2020-06,Jun 2020,Norte,Pará,Outros,B.1.1.33,4
239,2020-06,Jun 2020,Norte,Rondônia,Outros,B.1.1.33,1
240,2020-06,Jun 2020,Norte,Roraima,Outros,B.1.1.33,2
241,2020-06,Jun 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,15
242,2020-06,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,2
243,2020-06,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,3
244,2020-06,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,21
245,2020-06,Jun 2020,Sudeste,São Paulo,Outros,B.1.1,1
246,2020-06,Jun 2020,Sudeste,São Paulo,Outros,B.1.1.28,47
247,2020-06,Jun 2020,Sudeste,São Paulo,Outros,B.1.1.33,20
248,2020-06,Jun 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,19
249,2020-06,Jun 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,60
250,2020-06,Jun 2020,Sul,Paraná,FIOCRUZ,Outras,2
251,2020-06,Jun 2020,Sul,Paraná,Outros,B.1.1,3
252,2020-06,Jun 2020,Sul,Paraná,Outros,B.1.1.28,4
253,2020-06,Jun 2020,Sul,Paraná,Outros,B.1.1.33,12
254,2020-06,Jun 2020,Sul,Paraná,Outros,Outras,1
255,2020-06,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,1
256,2020-06,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,5
257,2020-06,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
258,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,20
259,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,42
260,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outros,Outras,17
261,2020-06,Jun 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,1
262,2020-06,Jun 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
263,2020-07,Jul 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,2
264,2020-07,Jul 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
265,2020-07,Jul 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
266,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,4
267,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,3
268,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,3
269,2020-07,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,2
270,2020-07,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,4
271,2020-07,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,1
272,2020-07,Jul 2020,Nordeste,Bahia,Outros,B.1.1.28,7
273,2020-07,Jul 2020,Nordeste,Bahia,Outros,B.1.1.33,4
274,2020-07,Jul 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,1
275,2020-07,Jul 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,1
276,2020-07,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,6
277,2020-07,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,4
278,2020-07,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,4
279,2020-07,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,2
280,2020-07,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1,16
281,2020-07,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1.28,2
282,2020-07,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1.33,4
283,2020-07,Jul 2020,Nordeste,Pernambuco,Outros,Outras,4
284,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,7
285,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,3
286,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,2
287,2020-07,Jul 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1,1
288,2020-07,Jul 2020,Nordeste,Sergipe,FIOCRUZ,Outras,1
289,2020-07,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1,1
290,2020-07,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,6
291,2020-07,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,5
292,2020-07,Jul 2020,Norte,Amazonas,FIOCRUZ,Outras,4
293,2020-07,Jul 2020,Norte,Pará,Outros,B.1.1.28,3
294,2020-07,Jul 2020,Norte,Pará,Outros,B.1.1.33,3
295,2020-07,Jul 2020,Norte,Pará,Outros,Outras,1
296,2020-07,Jul 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,1
297,2020-07,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,3
298,2020-07,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,2
299,2020-07,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,32
300,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,3
301,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,2
302,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,38
303,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outros,Outras,1
304,2020-07,Jul 2020,Sudeste,São Paulo,Outros,B.1.1,5
305,2020-07,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.28,53
306,2020-07,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.33,12
307,2020-07,Jul 2020,Sudeste,São Paulo,Outros,Outras,4
308,2020-07,Jul 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,10
309,2020-07,Jul 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,2
310,2020-07,Jul 2020,Sul,Paraná,Outros,B.1.1,5
311,2020-07,Jul 2020,Sul,Paraná,Outros,B.1.1.28,12
312,2020-07,Jul 2020,Sul,Paraná,Outros,B.1.1.33,20
313,2020-07,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,1
314,2020-07,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,3
315,2020-07,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,4
316,2020-07,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
317,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1,3
318,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,17
319,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,40
320,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outros,Outras,13
321,2020-07,Jul 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,1
322,2020-07,Jul 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
323,2020-08,Ago 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,6
324,2020-08,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1,1
325,2020-08,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1.28,2
326,2020-08,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1.33,5
327,2020-08,Ago 2020,Centro-oeste,Mato Grosso,FIOCRUZ,B.1.1.33,1
328,2020-08,Ago 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,1
329,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,2
330,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,5
331,2020-08,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,1
332,2020-08,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,2
333,2020-08,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,2
334,2020-08,Ago 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
335,2020-08,Ago 2020,Nordeste,Bahia,Outros,B.1.1,1
