,Date,Período,Região,Estado,Linhagens relevantes,Frequência
37,2020-03,Mar 2020,Sudeste,Minas Gerais,B.1.1,12
38,2020-03,Mar 2020,Sudeste,Minas Gerais,B.1.1.28,3
39,2020-03,Mar 2020,Sudeste,Minas Gerais,B.1.1.33,6
40,2020-03,Mar 2020,Sudeste,Minas Gerais,Outras,34
41,2020-03,Mar 2020,Sudeste,Rio de Janeiro,B.1.1,1
42,2020-03,Mar 2020,Sudeste,Rio de Janeiro,B.1.1.33,22
43,2020-03,Mar 2020,Sudeste,Rio de Janeiro,Outras,20
44,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1,16
45,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.28,132
46,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.33,59
47,2020-03,Mar 2020,Sudeste,São Paulo,Outras,42
48,2020-03,Mar 2020,Sul,Paraná,B.1.1,1
49,2020-03,Mar 2020,Sul,Paraná,B.1.1.28,7
50,2020-03,Mar 2020,Sul,Paraná,B.1.1.33,10
51,2020-03,Mar 2020,Sul,Paraná,Outras,6
52,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1,3
53,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.28,9
54,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.33,11
55,2020-03,Mar 2020,Sul,Rio Grande do Sul,Outras,15
56,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1,1
57,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1.28,3
58,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1.33,6
59,2020-03,Mar 2020,Sul,Santa Catarina,Outras,5
60,2020-04,Abr 2020,Centro-oeste,Distrito Federal,B.1.1.33,1
61,2020-04,Abr 2020,Centro-oeste,Goiás,B.1.1.33,4
62,2020-04,Abr 2020,Centro-oeste,Goiás,Outras,3
63,2020-04,Abr 2020,Centro-oeste,Mato Grosso,B.1.1.28,1
64,2020-04,Abr 2020,Centro-oeste,Mato Grosso,B.1.1.33,2
65,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,1
66,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,4
67,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,Outras,2
68,2020-04,Abr 2020,Nordeste,Alagoas,B.1.1.28,1
69,2020-04,Abr 2020,Nordeste,Alagoas,B.1.1.33,1
70,2020-04,Abr 2020,Nordeste,Bahia,B.1.1,1
71,2020-04,Abr 2020,Nordeste,Bahia,B.1.1.28,9
72,2020-04,Abr 2020,Nordeste,Bahia,B.1.1.33,31
73,2020-04,Abr 2020,Nordeste,Bahia,Outras,5
74,2020-04,Abr 2020,Nordeste,Ceará,B.1.1.28,1
75,2020-04,Abr 2020,Nordeste,Ceará,B.1.1.33,9
76,2020-04,Abr 2020,Nordeste,Ceará,Outras,3
77,2020-04,Abr 2020,Nordeste,Maranhão,B.1.1.33,17
78,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1,18
79,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1.33,7
80,2020-04,Abr 2020,Nordeste,Paraíba,Outras,1
81,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1,45
82,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.28,5
83,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.33,2
84,2020-04,Abr 2020,Nordeste,Pernambuco,Outras,20
85,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.1,1
86,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.1.33,2
87,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,Outras,5
88,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1,3
89,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1.28,1
90,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1.33,6
91,2020-04,Abr 2020,Nordeste,Sergipe,Outras,12
92,2020-04,Abr 2020,Norte,Amapá,B.1.1.33,10
93,2020-04,Abr 2020,Norte,Amazonas,B.1.1.28,2
94,2020-04,Abr 2020,Norte,Amazonas,B.1.1.33,3
95,2020-04,Abr 2020,Norte,Amazonas,Outras,33
96,2020-04,Abr 2020,Norte,Pará,B.1.1.28,29
97,2020-04,Abr 2020,Norte,Pará,B.1.1.33,6
98,2020-04,Abr 2020,Norte,Pará,Outras,2
99,2020-04,Abr 2020,Norte,Roraima,B.1.1.33,1
100,2020-04,Abr 2020,Norte,Roraima,Outras,1
101,2020-04,Abr 2020,Sudeste,Espírito Santo,B.1.1.33,2
102,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.1.28,5
103,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.1.33,20
104,2020-04,Abr 2020,Sudeste,Minas Gerais,Outras,6
105,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1,1
106,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1.28,16
107,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1.33,224
108,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outras,10
109,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1,14
110,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.28,312
111,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.33,89
112,2020-04,Abr 2020,Sudeste,São Paulo,Outras,20
113,2020-04,Abr 2020,Sul,Paraná,B.1.1.28,14
114,2020-04,Abr 2020,Sul,Paraná,B.1.1.33,5
115,2020-04,Abr 2020,Sul,Paraná,Outras,3
116,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1,2
117,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.28,1
118,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.33,21
119,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outras,2
120,2020-04,Abr 2020,Sul,Santa Catarina,B.1.1.28,1
121,2020-04,Abr 2020,Sul,Santa Catarina,B.1.1.33,2
122,2020-05,Mai 2020,Centro-oeste,Goiás,B.1.1.33,1
123,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,3
124,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,3
125,2020-05,Mai 2020,Nordeste,Alagoas,B.1.1.28,1
126,2020-05,Mai 2020,Nordeste,Alagoas,B.1.1.33,3
127,2020-05,Mai 2020,Nordeste,Bahia,B.1.1,1
128,2020-05,Mai 2020,Nordeste,Bahia,B.1.1.28,9
129,2020-05,Mai 2020,Nordeste,Bahia,B.1.1.33,5
130,2020-05,Mai 2020,Nordeste,Bahia,Outras,1
131,2020-05,Mai 2020,Nordeste,Ceará,B.1.1.33,2
132,2020-05,Mai 2020,Nordeste,Ceará,Outras,7
133,2020-05,Mai 2020,Nordeste,Maranhão,B.1.1.33,4
134,2020-05,Mai 2020,Nordeste,Paraíba,B.1.1,3
135,2020-05,Mai 2020,Nordeste,Paraíba,B.1.1.33,2
136,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1,22
137,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.28,2
138,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.33,4
139,2020-05,Mai 2020,Nordeste,Pernambuco,Outras,9
140,2020-05,Mai 2020,Norte,Acre,B.1.1.33,2
141,2020-05,Mai 2020,Norte,Amapá,B.1.1.33,6
142,2020-05,Mai 2020,Norte,Amazonas,B.1.1.28,9
143,2020-05,Mai 2020,Norte,Amazonas,B.1.1.33,6
144,2020-05,Mai 2020,Norte,Amazonas,Outras,13
145,2020-05,Mai 2020,Norte,Pará,B.1.1,2
146,2020-05,Mai 2020,Norte,Pará,B.1.1.28,6
147,2020-05,Mai 2020,Norte,Pará,B.1.1.33,2
148,2020-05,Mai 2020,Norte,Pará,Outras,1
149,2020-05,Mai 2020,Norte,Pará,P.1 (Gama),2
150,2020-05,Mai 2020,Norte,Pará,P.2,2
151,2020-05,Mai 2020,Norte,Rondônia,B.1.1.33,5
152,2020-05,Mai 2020,Norte,Rondônia,Outras,2
153,2020-05,Mai 2020,Norte,Roraima,B.1.1.33,1
154,2020-05,Mai 2020,Sudeste,Espírito Santo,B.1.1.33,5
155,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1.1.28,4
156,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1.1.33,3
157,2020-05,Mai 2020,Sudeste,Minas Gerais,Outras,1
158,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1,1
159,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1.28,2
160,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1.33,46
161,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outras,5
162,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1,1
163,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.28,73
164,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.33,14
165,2020-05,Mai 2020,Sudeste,São Paulo,Outras,3
166,2020-05,Mai 2020,Sul,Paraná,B.1.1.28,2
167,2020-05,Mai 2020,Sul,Paraná,B.1.1.33,12
168,2020-05,Mai 2020,Sul,Paraná,Outras,2
169,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1,6
170,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.28,5
171,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.33,50
172,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outras,7
173,2020-05,Mai 2020,Sul,Santa Catarina,B.1.1.33,2
174,2020-05,Mai 2020,Sul,Santa Catarina,Outras,1
175,2020-06,Jun 2020,Centro-oeste,Goiás,B.1.1.28,1
176,2020-06,Jun 2020,Centro-oeste,Goiás,B.1.1.33,11
177,2020-06,Jun 2020,Centro-oeste,Mato Grosso,B.1.1.28,2
178,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,1
179,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,1
180,2020-06,Jun 2020,Nordeste,Bahia,B.1.1.28,6
181,2020-06,Jun 2020,Nordeste,Bahia,B.1.1.33,6
182,2020-06,Jun 2020,Nordeste,Bahia,Outras,1
183,2020-06,Jun 2020,Nordeste,Ceará,B.1.1.33,2
184,2020-06,Jun 2020,Nordeste,Paraíba,B.1.1,5
185,2020-06,Jun 2020,Nordeste,Paraíba,B.1.1.33,1
186,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1,28
187,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.28,5
188,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.33,5
189,2020-06,Jun 2020,Nordeste,Pernambuco,Outras,12
190,2020-06,Jun 2020,Norte,Acre,B.1.1.33,2
191,2020-06,Jun 2020,Norte,Amazonas,B.1.1.28,10
192,2020-06,Jun 2020,Norte,Amazonas,B.1.1.33,1
193,2020-06,Jun 2020,Norte,Amazonas,Outras,5
194,2020-06,Jun 2020,Norte,Pará,B.1.1.28,4
195,2020-06,Jun 2020,Norte,Pará,B.1.1.33,4
196,2020-06,Jun 2020,Norte,Rondônia,B.1.1.33,1
197,2020-06,Jun 2020,Norte,Roraima,B.1.1.33,2
198,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1,1
199,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.28,3
200,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.33,37
201,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1,1
202,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.28,47
203,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.33,20
204,2020-06,Jun 2020,Sul,Paraná,B.1.1,1
205,2020-06,Jun 2020,Sul,Paraná,B.1.1.28,23
206,2020-06,Jun 2020,Sul,Paraná,B.1.1.33,74
207,2020-06,Jun 2020,Sul,Paraná,Outras,3
208,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.28,21
209,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.33,47
210,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outras,20
211,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.28,1
212,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.33,1
213,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.28,1
214,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.33,4
215,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,4
216,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,3
217,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outras,3
218,2020-07,Jul 2020,Nordeste,Bahia,B.1.1,2
219,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.28,9
220,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.33,7
221,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1,1
222,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1.33,1
223,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1,27
224,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.28,6
225,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.33,7
226,2020-07,Jul 2020,Nordeste,Pernambuco,Outras,2
227,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1,5
228,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.28,3
229,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.33,1
230,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,Outras,2
231,2020-07,Jul 2020,Nordeste,Sergipe,B.1.1,1
232,2020-07,Jul 2020,Nordeste,Sergipe,Outras,1
233,2020-07,Jul 2020,Norte,Amazonas,B.1.1,1
234,2020-07,Jul 2020,Norte,Amazonas,B.1.1.28,6
235,2020-07,Jul 2020,Norte,Amazonas,B.1.1.33,5
236,2020-07,Jul 2020,Norte,Amazonas,Outras,4
237,2020-07,Jul 2020,Norte,Pará,B.1.1.28,3
238,2020-07,Jul 2020,Norte,Pará,B.1.1.33,3
239,2020-07,Jul 2020,Norte,Pará,Outras,1
240,2020-07,Jul 2020,Sudeste,Minas Gerais,B.1.1.33,1
241,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1,5
242,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.28,4
243,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.33,71
244,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outras,1
245,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1,5
246,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.28,53
247,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.33,12
248,2020-07,Jul 2020,Sudeste,São Paulo,Outras,4
249,2020-07,Jul 2020,Sul,Paraná,B.1.1,2
250,2020-07,Jul 2020,Sul,Paraná,B.1.1.28,22
251,2020-07,Jul 2020,Sul,Paraná,B.1.1.33,25
252,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1,5
253,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.28,19
254,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.33,44
255,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outras,16
256,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.28,1
257,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.33,1
258,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1,1
259,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.28,2
260,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.33,10
261,2020-08,Ago 2020,Centro-oeste,Mato Grosso,B.1.1.33,2
262,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,2
263,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,5
264,2020-08,Ago 2020,Nordeste,Bahia,B.1.1,2
265,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.28,5
266,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.33,6
267,2020-08,Ago 2020,Nordeste,Bahia,Outras,1
268,2020-08,Ago 2020,Nordeste,Ceará,B.1.1.33,1
269,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1,5
270,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.28,1
271,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.33,2
272,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1,23
273,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.28,15
274,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.33,5
275,2020-08,Ago 2020,Nordeste,Pernambuco,Outras,7
276,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1,4
277,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1.28,2
278,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,Outras,1
279,2020-08,Ago 2020,Nordeste,Sergipe,B.1.1.28,3
280,2020-08,Ago 2020,Norte,Acre,B.1.1.33,14
281,2020-08,Ago 2020,Norte,Amazonas,B.1.1.28,4
282,2020-08,Ago 2020,Norte,Amazonas,Outras,2
283,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.28,1
284,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.33,3
285,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1,4
286,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.28,16
287,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.33,32
288,2020-08,Ago 2020,Sudeste,Rio de Janeiro,Outras,2
289,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1,2
290,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.28,28
291,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.33,8
292,2020-08,Ago 2020,Sudeste,São Paulo,Outras,1
293,2020-08,Ago 2020,Sul,Paraná,B.1.1,2
294,2020-08,Ago 2020,Sul,Paraná,B.1.1.28,10
295,2020-08,Ago 2020,Sul,Paraná,B.1.1.33,7
296,2020-08,Ago 2020,Sul,Paraná,Outras,2
297,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1,6
298,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.28,39
299,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.33,61
300,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outras,17
301,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.28,1
302,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.33,1
303,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1,1
304,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.28,2
305,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.33,1
306,2020-09,Set 2020,Centro-oeste,Distrito Federal,P.2,2
307,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1,1
308,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.28,1
309,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.33,4
310,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,2
311,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,6
312,2020-09,Set 2020,Nordeste,Bahia,B.1.1,3
313,2020-09,Set 2020,Nordeste,Bahia,B.1.1.28,8
314,2020-09,Set 2020,Nordeste,Bahia,B.1.1.33,12
315,2020-09,Set 2020,Nordeste,Bahia,Outras,1
316,2020-09,Set 2020,Nordeste,Ceará,B.1.1.33,1
317,2020-09,Set 2020,Nordeste,Paraíba,B.1.1,9
318,2020-09,Set 2020,Nordeste,Paraíba,B.1.1.33,2
319,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1,28
320,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.28,18
321,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.33,8
322,2020-09,Set 2020,Nordeste,Pernambuco,Outras,11
323,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1,4
324,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1.33,4
325,2020-09,Set 2020,Nordeste,Rio Grande do Norte,Outras,2
326,2020-09,Set 2020,Norte,Amazonas,B.1.1,1
327,2020-09,Set 2020,Norte,Amazonas,B.1.1.28,9
328,2020-09,Set 2020,Norte,Amazonas,B.1.1.33,8
329,2020-09,Set 2020,Norte,Amazonas,Outras,4
330,2020-09,Set 2020,Norte,Tocantins,B.1.1,1
331,2020-09,Set 2020,Norte,Tocantins,B.1.1.28,4
332,2020-09,Set 2020,Sudeste,Espírito Santo,B.1.1.33,14
333,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.28,4
334,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.33,3
335,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1,2
336,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.28,10
337,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.33,40
338,2020-09,Set 2020,Sudeste,Rio de Janeiro,Outras,3
339,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.28,13
340,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.33,2
341,2020-09,Set 2020,Sudeste,São Paulo,Outras,1
342,2020-09,Set 2020,Sudeste,São Paulo,P.2,1
343,2020-09,Set 2020,Sul,Paraná,B.1.1,1
344,2020-09,Set 2020,Sul,Paraná,B.1.1.28,3
345,2020-09,Set 2020,Sul,Paraná,B.1.1.33,5
346,2020-09,Set 2020,Sul,Paraná,P.2,1
347,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1,2
348,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.28,21
349,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.33,34
350,2020-09,Set 2020,Sul,Rio Grande do Sul,Outras,7
351,2020-09,Set 2020,Sul,Rio Grande do Sul,P.1 (Gama),1
352,2020-09,Set 2020,Sul,Santa Catarina,B.1.1,1
353,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.28,2
354,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.33,1
355,2020-10,Out 2020,Centro-oeste,Distrito Federal,B.1.1.28,3
356,2020-10,Out 2020,Centro-oeste,Distrito Federal,P.2,4
357,2020-10,Out 2020,Centro-oeste,Goiás,B.1.1.28,2
358,2020-10,Out 2020,Centro-oeste,Goiás,P.2,1
359,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,7
360,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,2
361,2020-10,Out 2020,Nordeste,Bahia,B.1.1,1
362,2020-10,Out 2020,Nordeste,Bahia,B.1.1.28,3
363,2020-10,Out 2020,Nordeste,Bahia,B.1.1.33,5
364,2020-10,Out 2020,Nordeste,Bahia,P.2,1
365,2020-10,Out 2020,Nordeste,Paraíba,B.1.1,6
366,2020-10,Out 2020,Nordeste,Paraíba,P.2,1
367,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1,15
368,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.28,19
369,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.33,22
370,2020-10,Out 2020,Nordeste,Pernambuco,Outras,3
371,2020-10,Out 2020,Nordeste,Pernambuco,P.2,10
372,2020-10,Out 2020,Nordeste,Piauí,B.1.1.28,2
373,2020-10,Out 2020,Nordeste,Piauí,Outras,2
374,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1,2
375,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.28,3
376,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.33,3
377,2020-10,Out 2020,Nordeste,Rio Grande do Norte,Outras,1
378,2020-10,Out 2020,Norte,Amazonas,B.1.1,1
379,2020-10,Out 2020,Norte,Amazonas,B.1.1.28,8
380,2020-10,Out 2020,Norte,Amazonas,B.1.1.33,3
381,2020-10,Out 2020,Norte,Amazonas,Outras,4
382,2020-10,Out 2020,Norte,Pará,B.1.1,3
383,2020-10,Out 2020,Norte,Pará,B.1.1.28,2
384,2020-10,Out 2020,Norte,Pará,B.1.1.33,1
385,2020-10,Out 2020,Norte,Pará,P.1 (Gama),3
386,2020-10,Out 2020,Norte,Pará,P.2,8
387,2020-10,Out 2020,Norte,Tocantins,B.1.1.28,6
388,2020-10,Out 2020,Norte,Tocantins,B.1.1.33,2
389,2020-10,Out 2020,Norte,Tocantins,P.2,1
390,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.28,5
391,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.33,7
392,2020-10,Out 2020,Sudeste,Espírito Santo,P.2,3
393,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1,1
394,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.28,6
395,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.33,6
